lineage,R
BF.26,18.289817810058594
BF.27,12.680872917175293
BF.28,5.303146839141846
BF.3,7.025040149688721
BF.31,3.3073790073394775
BF.4,18.812217712402344
BF.5,19.5986328125
BF.5.4,25.566017150878906
BF.7,30.394712448120117
BF.7.13.2,28.200740814208984
BF.7.14,40.20795440673828
BF.7.14.1,45.00489044189453
BF.7.14.2,33.58090591430664
BF.7.14.4,43.938804626464844
BF.7.14.5,36.17190170288086
BF.7.14.6,39.56736373901367
BF.7.15,37.51133346557617
BF.7.20,25.92607879638672
BF.7.21,29.958953857421875
BF.7.22,16.978208541870117
BF.7.23,25.738021850585938
BF.7.26,20.585590362548828
BF.7.4.1,33.62150192260742
BF.7.5,21.901588439941406
BF.7.6,24.212020874023438
BL.1,26.966678619384766
BM.1.1,13.82509708404541
BM.1.1.1,18.45071029663086
BM.1.1.3,23.27237319946289
BM.4.1.1,16.9528751373291
BN.1,22.682292938232422
BN.1.1.1,22.144224166870117
BN.1.2,31.400362014770508
BN.1.2.2,49.12920379638672
BN.1.2.3,38.523399353027344
BN.1.2.6,50.83904266357422
BN.1.3,38.87046432495117
BN.1.3.1,41.66819381713867
BN.1.3.10,43.1856575012207
BN.1.3.12,25.222652435302734
BN.1.3.13,66.70549774169922
BN.1.3.5,52.8858642578125
BN.1.3.6,20.760217666625977
BN.1.3.9,27.229093551635742
BN.1.4,36.476158142089844
BN.1.5,45.20439910888672
BN.3.1,42.47895431518555
BN.5,31.528610229492188
BQ.1,29.185741424560547
BQ.1.1,29.60064125061035
BQ.1.1.1,45.938533782958984
BQ.1.1.11,20.585590362548828
BQ.1.1.13,45.20439910888672
BQ.1.1.18,27.196102142333984
BQ.1.1.19,23.17193603515625
BQ.1.1.22,45.68125534057617
BQ.1.1.24,42.77893829345703
BQ.1.1.3,34.295570373535156
BQ.1.1.31,43.815555572509766
BQ.1.1.35,39.07004928588867
BQ.1.1.39,44.25031661987305
BQ.1.1.4,25.961103439331055
BQ.1.1.5,28.216115951538086
BQ.1.1.53,40.927940368652344
BQ.1.1.59,22.65877914428711
BQ.1.1.6,21.532711029052734
BQ.1.1.68,30.55194854736328
BQ.1.1.69,25.839908599853516
BQ.1.1.70,23.854949951171875
BQ.1.1.78,46.39616394042969
BQ.1.1.8,20.760217666625977
BQ.1.14,23.684249877929688
BQ.1.15,17.719850540161133
BQ.1.18,29.64640998840332
BQ.1.2,31.843446731567383
BQ.1.2.1,38.254150390625
BQ.1.2.3,27.82850456237793
BQ.1.23,33.050865173339844
BQ.1.3.1,39.563514709472656
BQ.1.3.2,34.8242073059082
BQ.1.31,33.89376449584961
BQ.1.5,26.098712921142578
BR.2,26.42884063720703
BR.2.1,41.98319625854492
BS.1.1,22.530906677246094
BS.1.2,20.424989700317383
BY.1,19.363656997680664
C.36.3,-63.12108612060547
CA.1,21.296833038330078
CA.2,14.494477272033691
CB.1,18.82609748840332
CH.1,14.509618759155273
CH.1.1,35.298828125
CH.1.1.1,61.5704345703125
CH.1.1.11,40.107444763183594
CH.1.1.2,69.07258605957031
CH.1.1.24,33.88645935058594
CH.1.1.25,45.919612884521484
CH.1.1.26,24.12663459777832
CH.1.1.3,35.5486946105957
CH.1.1.30,68.2779312133789
CJ.1,26.25566864013672
CJ.1.3.2,48.0636100769043
CK.1.4,36.38984680175781
CM.1,35.022727966308594
CM.12,36.81718063354492
CM.2,23.016603469848633
CM.3,23.854949951171875
CM.4,14.29936408996582
CM.6,14.883289337158203
CM.6.1,17.903554916381836
CM.8.1,38.7509651184082
CP.1,22.367441177368164
CP.6,22.144224166870117
CP.8,29.75037956237793
CQ.1,33.06044387817383
DB.1,29.080379486083984
DF.1,20.89598846435547
DQ.1,29.994401931762695
DV.6,54.197017669677734
DV.6.1,84.53010559082031
DV.6.2,70.6730728149414
DV.7,59.92118835449219
DV.7.1,107.26966094970703
DV.7.1.3,118.30133819580078
DY.1,36.19440841674805
DY.2,41.81584167480469
DY.3,38.536521911621094
DY.4,41.14878463745117
EA.1,46.87256622314453
ED.1,35.77085494995117
EG.1,74.63831329345703
EG.1.8,80.68032836914062
EG.14,69.47241973876953
EG.2,67.51380157470703
EG.3,62.2589225769043
EG.4,63.18392562866211
EG.4.4,69.47241973876953
EG.5,85.55731964111328
EG.5.1,85.53819274902344
EG.5.1.1,101.28627014160156
EG.5.1.2,75.87223052978516
EG.5.1.4,82.8653335571289
EG.5.1.8,115.16506958007812
EG.5.2,74.75448608398438
EJ.2,44.934688568115234
EM.1,52.8310432434082
EU.1.1,102.87149810791016
FD.2,73.35894775390625
FE.1.1,99.07174682617188
FE.1.1.3,99.4000473022461
FK.1.1,94.19418334960938
FK.1.1.2,66.71739959716797
FK.1.2.2,60.8984260559082
FK.1.3.2,84.62252044677734
FL.1,73.47586059570312
FL.1.3,75.78784942626953
FL.1.5.1,100.7352523803711
FL.10,67.17079162597656
FL.13.2,95.81763458251953
FL.13.3,60.24286651611328
FL.15,92.51242065429688
FL.15.1.1,124.99365997314453
FL.15.2,100.94915771484375
FL.16,80.95608520507812
FL.17,64.79345703125
FL.18,77.2600326538086
FL.2,70.37052154541016
FL.2.3,83.95406341552734
FL.2.3.1,93.39186096191406
FL.2.4,72.88542175292969
FL.21.1,107.12525177001953
FL.21.2,85.33071899414062
FL.22,69.30121612548828
FL.23,72.15953826904297
FL.26,67.95789337158203
FL.3,58.979400634765625
FL.3.1,75.56910705566406
FL.3.2,55.25284957885742
FL.35,71.59466552734375
FL.4,72.9259033203125
FL.4.11,69.2005844116211
FL.4.2,83.01907348632812
FL.4.5,59.60333251953125
FL.4.6,76.4049301147461
FL.5,102.61331176757812
FL.5.1,84.9299087524414
FL.7,71.5573501586914
FL.9,61.91262435913086
FM.1,43.296783447265625
FP.3,67.8519287109375
FP.4,72.08081817626953
FQ.1,115.6850814819336
FR.1,70.60127258300781
FR.1.1,87.87242126464844
FR.1.2,55.69670867919922
FR.1.3,79.79267883300781
FU.1,90.04175567626953
FU.2,77.1285400390625
FU.2.1,89.98383331298828
FU.3,71.47478485107422
FU.3.1,83.73358917236328
FU.4,77.43721008300781
FV.1,63.565826416015625
FY.2,74.5556869506836
FY.3,90.65715789794922
FY.3.1,100.21818542480469
FY.3.2,95.66654968261719
FY.3.3,95.12984466552734
FY.5,100.94915771484375
GA.1,62.2589225769043
GA.6,57.96823501586914
GB.1,96.60603332519531
GB.2,65.84248352050781
GF.1,93.57015991210938
GJ.1.2,95.00543212890625
GJ.3,90.90061950683594
GJ.5,100.34783935546875
GM.1,77.54734802246094
GP.2,47.07289505004883
GS.4.1,114.15177154541016
GW.1,89.38944244384766
GW.5,122.20773315429688
GY.1,89.93338012695312
GY.5,70.55365753173828
GY.6,74.67101287841797
HH.1,68.15641021728516
HH.1.1,66.2546157836914
HH.2,77.83043670654297
HK.1,111.34086608886719
HK.11,94.68816375732422
HK.2,99.4000473022461
HK.3,113.2011489868164
HK.3.1,114.3592300415039
HK.3.2,118.81076049804688
HK.3.3,114.5653076171875
HK.4,102.61331176757812
HK.7,99.72223663330078
HV.1,114.87252807617188
HW.1.1,110.64628601074219
JD.1.1,119.03634643554688
JE.1.1,144.8324432373047
JG.3,119.22520446777344
JJ.1,105.90432739257812
JN.1,137.64254760742188
JN.1.1 (consensus call),134.45742797851562
JN.1.1.5 (consensus call),148.7021942138672
JN.1.1.6 (consensus call),153.45596313476562
JN.1.1.7 (consensus call),131.2693634033203
JN.1.10 (consensus call),254.1417694091797
JN.1.11 (consensus call),171.54998779296875
JN.1.13 (consensus call),165.05690002441406
JN.1.16,166.7258758544922
JN.1.16 (consensus call),161.2760772705078
JN.1.16.1 (consensus call),165.43563842773438
JN.1.16.3 (consensus call),178.7506866455078
JN.1.18.1 (consensus call),148.7420196533203
JN.1.18.2 (consensus call),163.86734008789062
JN.1.18.5 (consensus call),168.5386199951172
JN.1.18.6 (consensus call),168.87820434570312
JN.1.2 (consensus call),132.438720703125
JN.1.20,135.50228881835938
JN.1.20 (consensus call),147.41009521484375
JN.1.22,121.86814880371094
JN.1.22 (consensus call),125.86186218261719
JN.1.24 (consensus call),147.80665588378906
JN.1.28 (consensus call),148.7021942138672
JN.1.29 (consensus call),134.1959686279297
JN.1.3 (consensus call),157.12124633789062
JN.1.32 (consensus call),146.42437744140625
JN.1.34 (consensus call),141.41502380371094
JN.1.35,131.2693634033203
JN.1.36 (consensus call),146.16905212402344
JN.1.37 (consensus call),152.2601318359375
JN.1.39 (consensus call),154.4215545654297
JN.1.39.3 (consensus call),164.56224060058594
JN.1.4,147.28326416015625
JN.1.4 (consensus call),154.97618103027344
JN.1.4.4 (consensus call),170.481689453125
JN.1.4.5,125.55872344970703
JN.1.4.5 (consensus call),140.6280517578125
JN.1.4.7 (consensus call),125.85149383544922
JN.1.40 (consensus call),172.3698272705078
JN.1.43 (consensus call),123.02950286865234
JN.1.43.1 (consensus call),143.4673614501953
JN.1.45,130.64219665527344
JN.1.45 (consensus call),149.50521850585938
JN.1.49,139.3411865234375
JN.1.49 (consensus call),148.7021942138672
JN.1.5 (consensus call),141.7501983642578
JN.1.52,131.93838500976562
JN.1.52 (consensus call),170.1046600341797
JN.1.6 (consensus call),136.74398803710938
JN.1.6.1 (consensus call),143.70875549316406
JN.1.63.1 (consensus call),126.18043518066406
JN.1.67 (consensus call),139.3411865234375
JN.1.68 (consensus call),125.55872344970703
JN.1.7 (consensus call),148.7021942138672
JN.1.8 (consensus call),161.8733367919922
JN.1.8.1 (consensus call),194.69955444335938
JN.1.8.3 (consensus call),133.4507598876953
JN.1.9 (consensus call),153.7222900390625
JN.11 (consensus call),127.43399047851562
JN.12 (consensus call),133.83580017089844
JN.18 (consensus call),113.94292449951172
JN.2,115.98946380615234
JN.3.2,116.49919891357422
KP.1 (consensus call),154.53073120117188
KP.1.1 (consensus call),163.27865600585938
KP.1.1.1 (consensus call),158.99505615234375
KP.1.1.3,180.55007934570312
KP.1.1.3 (consensus call),169.918701171875
KP.1.1.5 (consensus call),167.81942749023438
KP.2,181.03033447265625
KP.2 (consensus call),166.36431884765625
KP.2.1 (consensus call),159.4251251220703
KP.2.15 (consensus call),161.00897216796875
KP.2.16 (consensus call),162.90211486816406
KP.2.2,166.37069702148438
KP.2.2 (consensus call),162.55653381347656
KP.2.3 (consensus call),163.65228271484375
KP.2.3.3 (consensus call),165.5352783203125
KP.2.9 (consensus call),166.23126220703125
KP.3 (consensus call),172.52377319335938
KP.3.1 (consensus call),166.71640014648438
KP.3.1.1,181.54791259765625
KP.3.1.1 (consensus call),168.2312774658203
KP.3.1.4 (consensus call),158.47036743164062
KP.3.2 (consensus call),168.20265197753906
KP.3.3 (consensus call),165.94737243652344
KP.3.3.1 (consensus call),167.91583251953125
KP.3.3.3 (consensus call),169.13015747070312
KP.3.4 (consensus call),175.21414184570312
KP.4.1 (consensus call),160.1767578125
KP.4.1.3 (consensus call),165.54531860351562
KP.4.2 (consensus call),157.7094268798828
KR.1.1 (consensus call),160.4695587158203
KS.1 (consensus call),159.7355194091797
KS.1.1 (consensus call),166.50909423828125
LA.1 (consensus call),158.3204803466797
LB.1 (consensus call),162.46633911132812
LB.1.1 (consensus call),167.45106506347656
LB.1.2,165.80718994140625
LB.1.2 (consensus call),166.37380981445312
LB.1.3 (consensus call),168.1435546875
LB.1.7 (consensus call),165.30181884765625
LF.7 (consensus call),177.12747192382812
LF.7.1 (consensus call),188.38587951660156
LF.7.1.2 (consensus call),182.71417236328125
LF.7.1.3,181.54791259765625
LF.7.1.3 (consensus call),184.48338317871094
LF.7.2.1 (consensus call),245.7212677001953
LP.8.1 (consensus call),178.11044311523438
LP.8.1.1,180.32257080078125
LP.8.1.1 (consensus call),178.9820556640625
LP.8.1.2,180.32257080078125
LP.8.1.2 (consensus call),178.05068969726562
LR.1 (consensus call),169.0897216796875
LU.2.1.1 (consensus call),188.38587951660156
LW.1 (consensus call),167.25306701660156
MB.1.1 (consensus call),175.35372924804688
MC.1,180.55007934570312
MC.1 (consensus call),176.59007263183594
MC.10.1.1 (consensus call),225.8704071044922
MC.10.2.1 (consensus call),183.59521484375
MC.21.1 (consensus call),187.1095733642578
MC.38 (consensus call),201.31398010253906
MC.8.1 (consensus call),182.10731506347656
MM.1 (consensus call),158.06809997558594
N.3,-83.7098159790039
P.1.2,-60.34148025512695
P.3,-68.99844360351562
XAC,0.8193566799163818
XAE,1.063197135925293
XAQ,-0.4569360613822937
XAY.1.1.1,66.00492095947266
XAZ,11.95375919342041
XBB,28.005596160888672
XBB (consensus call based on Emerging Variants AA substitutions),25.738021850585938
XBB.1,30.77028465270996
XBB.1.1,21.281734466552734
XBB.1.16,79.57485961914062
XBB.1.16.1,81.76719665527344
XBB.1.16.10,76.48805236816406
XBB.1.16.13,80.95651245117188
XBB.1.16.17,112.5174789428711
XBB.1.16.18,70.08817291259766
XBB.1.16.19,71.75757598876953
XBB.1.16.2,82.46427917480469
XBB.1.16.20,85.33071899414062
XBB.1.16.22,99.36788940429688
XBB.1.16.7,72.35861206054688
XBB.1.16.8,99.72223663330078
XBB.1.17.1,68.71665954589844
XBB.1.22,61.214481353759766
XBB.1.22.1,100.65152740478516
XBB.1.22.2,88.0605697631836
XBB.1.24,65.93230438232422
XBB.1.24.1,71.21102142333984
XBB.1.24.2,76.53666687011719
XBB.1.24.3,72.67655944824219
XBB.1.37.1,69.95285034179688
XBB.1.38,51.432044982910156
XBB.1.42.2,88.29811096191406
XBB.1.43.1,66.21308135986328
XBB.1.45.1,69.87205505371094
XBB.1.5,59.14881896972656
XBB.1.5 (consensus call),88.16742706298828
XBB.1.5.100,66.70549774169922
XBB.1.5.13,47.110721588134766
XBB.1.5.15,63.79074478149414
XBB.1.5.16,63.542301177978516
XBB.1.5.21,61.91262435913086
XBB.1.5.24,74.45558166503906
XBB.1.5.32,57.77582550048828
XBB.1.5.35,88.98693084716797
XBB.1.5.43,45.20439910888672
XBB.1.5.49,64.11683654785156
XBB.1.5.51,94.29257202148438
XBB.1.5.52,89.3975830078125
XBB.1.5.59,79.49273681640625
XBB.1.5.62,67.48811340332031
XBB.1.5.69,66.71695709228516
XBB.1.5.7,68.87596893310547
XBB.1.5.75,58.979400634765625
XBB.1.5.84,65.17001342773438
XBB.1.5.85,62.23484802246094
XBB.1.5.92,69.47241973876953
XBB.1.5.94,74.67101287841797
XBB.1.5.95,53.6098518371582
XBB.1.9,42.108177185058594
XBB.1.9.1,72.6607894897461
XBB.1.9.2,72.48919677734375
XBB.1.9.7,79.00827026367188
XBB.2,25.926109313964844
XBB.2.3,62.5643196105957
XBB.2.3.11,76.40092468261719
XBB.2.3.12,72.90116882324219
XBB.2.3.2,77.1568603515625
XBB.2.3.6,75.06781768798828
XBB.2.3.7,68.24575805664062
XBB.2.3.8,72.67655944824219
XBB.2.3.9,68.80894470214844
XBB.3,20.312288284301758
XBB.8,18.631772994995117
XBC.1,48.88912582397461
XBC.1.3,24.708984375
XBC.1.6.3,82.63833618164062
XBC.1.7,70.6730728149414
XBD,22.432518005371094
XBE,24.538043975830078
XBF,49.55379104614258
XBJ,31.460155487060547
XBL,81.986572265625
XBL.1,79.00827026367188
XBL.3,63.775474548339844
XCJ,101.80660247802734
XDD (consensus call),124.99365997314453
XDD.1 (consensus call),146.5086212158203
XDK (consensus call),157.2069549560547
XDK.3 (consensus call),164.9344024658203
XDP (consensus call),137.61923217773438
XDQ,152.6890869140625
XDQ.1 (consensus call),152.6890869140625
XDV.1 (consensus call),170.2870635986328
XDY,181.28427124023438
XDY (consensus call),171.00416564941406
XEC,181.4330596923828
XEC (consensus call),175.3646240234375
XEC.1 (consensus call),182.10731506347656
XEC.4 (consensus call),220.94993591308594
XEC.4.1 (consensus call),196.97396850585938
XEC.8 (consensus call),200.02476501464844
